"Category","Order Date","Segment","Number of Records","Sales Target","Column6","Updated_Order_Date"
Office Supplies,"2/22/13",Consumer,1,"11.076","","2013-22-02"
Office Supplies,"2/22/13",Home Office,1,"426.5784","","2013-22-02"
Technology,"2/22/13",Consumer,1,"511.132","","2013-22-02"
Office Supplies,"2/23/13",Corporate,1,"61.60632","","2013-23-02"
Office Supplies,"2/25/13",Consumer,1,"49.056","","2013-25-02"
Furniture,"2/27/13",Consumer,1,"16.192","","2013-27-02"
Office Supplies,"2/27/13",Consumer,1,"225.423","","2013-27-02"
Office Supplies,"2/28/13",Corporate,1,"33.5616","","2013-28-02"
Office Supplies,"3/1/13",Consumer,1,"105.5488","","2013-01-03"
Furniture,"3/2/13",Consumer,1,"711.1032","","2013-02-03"
Office Supplies,"3/2/13",Consumer,1,"365.942","","2013-02-03"
Technology,"3/2/13",Consumer,1,"4,164.94","","2013-02-03"
Technology,"3/2/13",Corporate,1,"164.78352","","2013-02-03"
Furniture,"3/4/13",Consumer,1,"695.30664","","2013-04-03"
Furniture,"3/4/13",Corporate,1,"622.6584","","2013-04-03"
Office Supplies,"3/4/13",Consumer,1,"4,354.11","","2013-04-03"
Office Supplies,"3/4/13",Corporate,1,"61.3206","","2013-04-03"
Technology,"3/4/13",Consumer,1,"1,197.47","","2013-04-03"
Office Supplies,"3/5/13",Consumer,1,"125.832","","2013-05-03"
Office Supplies,"3/5/13",Corporate,1,"10.08","","2013-05-03"
Office Supplies,"3/5/13",Home Office,1,"18.1793","","2013-05-03"
Technology,"3/5/13",Corporate,1,"166.3792","","2013-05-03"
Office Supplies,"3/6/13",Corporate,1,"159.09712","","2013-06-03"
Furniture,"3/7/13",Consumer,1,"286.7188","","2013-07-03"
Office Supplies,"3/7/13",Consumer,1,"4.34634","","2013-07-03"
Office Supplies,"3/7/13",Home Office,1,"2.10429","","2013-07-03"
Technology,"3/7/13",Home Office,1,"495.17622","","2013-07-03"
Technology,"3/8/13",Corporate,1,"21.91488","","2013-08-03"
Furniture,"3/9/13",Consumer,1,"200.8428","","2013-09-03"
Office Supplies,"3/9/13",Consumer,1,"93.1969","","2013-09-03"
Office Supplies,"3/9/13",Corporate,1,"192.30828","","2013-09-03"
Office Supplies,"3/9/13",Home Office,1,"131.9268","","2013-09-03"
Technology,"3/9/13",Consumer,1,"1,369.46","","2013-09-03"
Technology,"3/9/13",Home Office,1,"29.6376","","2013-09-03"
Furniture,"3/10/13",Consumer,1,"383.292","","2013-10-03"
Office Supplies,"3/10/13",Consumer,1,"68.8075","","2013-10-03"
Technology,"3/10/13",Home Office,1,"203.745","","2013-10-03"
Furniture,"3/11/13",Consumer,1,"150.2664","","2013-11-03"
Office Supplies,"3/11/13",Corporate,1,"92.13248","","2013-11-03"
Office Supplies,"3/11/13",Home Office,1,"16.39","","2013-11-03"
Technology,"3/11/13",Consumer,1,"36.79264","","2013-11-03"
Technology,"3/11/13",Home Office,1,"7,317.06","","2013-11-03"
Furniture,"3/12/13",Consumer,1,"265.96654","","2013-12-03"
Furniture,"3/12/13",Home Office,1,"101.8932","","2013-12-03"
Office Supplies,"3/12/13",Corporate,1,"16.0632","","2013-12-03"
Office Supplies,"3/12/13",Home Office,1,"495.7596","","2013-12-03"
Technology,"3/12/13",Corporate,1,"50.1182","","2013-12-03"
Furniture,"3/13/13",Corporate,1,"762.64848","","2013-13-03"
Office Supplies,"3/13/13",Consumer,1,"46.854","","2013-13-03"
Office Supplies,"3/13/13",Corporate,1,"936.2179","","2013-13-03"
Furniture,"3/14/13",Consumer,1,"490.6748","","2013-14-03"
Furniture,"3/14/13",Corporate,1,"373.464","","2013-14-03"
Furniture,"3/14/13",Home Office,1,"134.274","","2013-14-03"
Office Supplies,"3/14/13",Consumer,1,"73.49256","","2013-14-03"
Office Supplies,"3/14/13",Corporate,1,"4,965.55","","2013-14-03"
Office Supplies,"3/14/13",Home Office,1,"444.50368","","2013-14-03"
Technology,"3/14/13",Corporate,1,"1,437.42","","2013-14-03"
Technology,"3/14/13",Home Office,1,"219.43872","","2013-14-03"
Furniture,"3/15/13",Consumer,1,"265.84412","","2013-15-03"
Furniture,"3/15/13",Corporate,1,"232.74116","","2013-15-03"
Office Supplies,"3/15/13",Consumer,1,"131.13336","","2013-15-03"
Office Supplies,"3/15/13",Corporate,1,"41.06592","","2013-15-03"
Furniture,"3/16/13",Corporate,1,"1,861.66","","2013-16-03"
Office Supplies,"3/16/13",Corporate,1,"29.623","","2013-16-03"
Office Supplies,"3/16/13",Home Office,1,"325.2416","","2013-16-03"
Technology,"3/16/13",Home Office,1,"84.81576","","2013-16-03"
Furniture,"3/18/13",Consumer,1,"952.07","","2013-18-03"
Office Supplies,"3/18/13",Consumer,1,"1,209.29","","2013-18-03"
Technology,"3/18/13",Consumer,1,"231.94512","","2013-18-03"
Furniture,"3/19/13",Consumer,1,"189.882","","2013-19-03"
Office Supplies,"3/19/13",Consumer,1,"810.774","","2013-19-03"
Furniture,"3/20/13",Consumer,1,"111.89776","","2013-20-03"
Office Supplies,"3/20/13",Corporate,1,"32.01858","","2013-20-03"
Furniture,"3/21/13",Corporate,1,"88.179","","2013-21-03"
Furniture,"3/21/13",Home Office,1,"669.2736","","2013-21-03"
Office Supplies,"3/21/13",Consumer,1,"45.0495","","2013-21-03"
Technology,"3/21/13",Consumer,1,"93.87272","","2013-21-03"
Furniture,"3/22/13",Consumer,1,"538.9986","","2013-22-03"
Furniture,"3/22/13",Corporate,1,"94.4034","","2013-22-03"
Office Supplies,"3/22/13",Consumer,1,"16.7256","","2013-22-03"
Office Supplies,"3/22/13",Corporate,1,"1.2096","","2013-22-03"
Furniture,"3/23/13",Consumer,1,"176.2824","","2013-23-03"
Technology,"3/23/13",Corporate,1,"63.2664","","2013-23-03"
Furniture,"3/25/13",Consumer,1,"277.3524","","2013-25-03"
Office Supplies,"3/25/13",Consumer,1,"16.41728","","2013-25-03"
Office Supplies,"3/25/13",Corporate,1,"21.356","","2013-25-03"
Technology,"3/25/13",Corporate,1,"419.29472","","2013-25-03"
Office Supplies,"3/26/13",Corporate,1,"52.9728","","2013-26-03"
Technology,"3/26/13",Consumer,1,"1,132.96","","2013-26-03"
Office Supplies,"3/27/13",Consumer,1,"103.3432","","2013-27-03"
Office Supplies,"3/27/13",Corporate,1,"446.1515","","2013-27-03"
Technology,"3/27/13",Consumer,1,"110.37792","","2013-27-03"
Furniture,"3/28/13",Corporate,1,"52.9408","","2013-28-03"
Office Supplies,"3/28/13",Corporate,1,"30.2622","","2013-28-03"
Office Supplies,"3/29/13",Consumer,1,"97.656","","2013-29-03"
Office Supplies,"3/29/13",Corporate,1,"28.888","","2013-29-03"
Furniture,"3/30/13",Consumer,1,"756.8135","","2013-30-03"
Furniture,"3/30/13",Home Office,1,"801.9102","","2013-30-03"
Office Supplies,"3/30/13",Consumer,1,"86.30016","","2013-30-03"
Office Supplies,"3/30/13",Home Office,1,"43.2516","","2013-30-03"
Technology,"3/30/13",Consumer,1,"145.70592","","2013-30-03"
Technology,"3/30/13",Home Office,1,"861.50016","","2013-30-03"
Office Supplies,"3/31/13",Corporate,1,"10.773","","2013-31-03"
Furniture,"4/1/13",Consumer,1,"282.07656","","2013-01-04"
Technology,"4/1/13",Consumer,1,"337.78728","","2013-01-04"
Furniture,"4/2/13",Consumer,1,"1,304.32","","2013-02-04"
Furniture,"4/2/13",Home Office,1,"7.6736","","2013-02-04"
Office Supplies,"4/2/13",Consumer,1,"742.43388","","2013-02-04"
Office Supplies,"4/2/13",Corporate,1,"107.706","","2013-02-04"
Technology,"4/2/13",Consumer,1,"33.7152","","2013-02-04"
Technology,"4/2/13",Corporate,1,"14.1591","","2013-02-04"
Furniture,"4/3/13",Corporate,1,"1,280.31","","2013-03-04"
Furniture,"4/4/13",Consumer,1,"73.9648","","2013-04-04"
Office Supplies,"4/4/13",Consumer,1,"103.83984","","2013-04-04"
Office Supplies,"4/4/13",Home Office,1,"9.14208","","2013-04-04"
Technology,"4/4/13",Consumer,1,"267.7588","","2013-04-04"
Furniture,"4/5/13",Home Office,1,"77.6816","","2013-05-04"
Office Supplies,"4/5/13",Consumer,1,"541.68128","","2013-05-04"
Office Supplies,"4/5/13",Home Office,1,"60.0066","","2013-05-04"
Technology,"4/5/13",Home Office,1,"237.5406","","2013-05-04"
Office Supplies,"4/6/13",Consumer,1,"715.34112","","2013-06-04"
Office Supplies,"4/6/13",Home Office,1,"161.53536","","2013-06-04"
Technology,"4/6/13",Consumer,1,"106.9038","","2013-06-04"
Technology,"4/7/13",Home Office,1,"1,385.38","","2013-07-04"
Furniture,"4/8/13",Corporate,1,"566.52156","","2013-08-04"
Office Supplies,"4/8/13",Consumer,1,"67.25992","","2013-08-04"
Office Supplies,"4/8/13",Corporate,1,"33.3872","","2013-08-04"
Technology,"4/8/13",Corporate,1,"1,163.98","","2013-08-04"
Furniture,"4/9/13",Consumer,1,"916.14528","","2013-09-04"
Furniture,"4/9/13",Home Office,1,"156.7216","","2013-09-04"
Office Supplies,"4/9/13",Consumer,1,"1,150.58","","2013-09-04"
Office Supplies,"4/9/13",Home Office,1,"197.04976","","2013-09-04"
Technology,"4/9/13",Consumer,1,"410.3316","","2013-09-04"
Furniture,"4/10/13",Consumer,1,"562.23165","","2013-10-04"
Office Supplies,"4/10/13",Corporate,1,"30.75624","","2013-10-04"
Office Supplies,"4/10/13",Home Office,1,"5.7024","","2013-10-04"
Technology,"4/10/13",Home Office,1,"507.542","","2013-10-04"
Office Supplies,"4/11/13",Consumer,1,"918.72086","","2013-11-04"
Office Supplies,"4/11/13",Corporate,1,"51.59616","","2013-11-04"
Furniture,"4/13/13",Consumer,1,"1,282.45","","2013-13-04"
Office Supplies,"4/13/13",Consumer,1,"179.38686","","2013-13-04"
Office Supplies,"4/13/13",Corporate,1,"163.0368","","2013-13-04"
Office Supplies,"4/14/13",Consumer,1,"5.202","","2013-14-04"
Furniture,"4/15/13",Consumer,1,"1,356.86","","2013-15-04"
Office Supplies,"4/15/13",Consumer,1,"153.71308","","2013-15-04"
Furniture,"4/16/13",Consumer,1,"986.97984","","2013-16-04"
Office Supplies,"4/16/13",Corporate,1,"40.69744","","2013-16-04"
Office Supplies,"4/16/13",Home Office,1,"321.1532","","2013-16-04"
Technology,"4/16/13",Home Office,1,"672.67584","","2013-16-04"
Furniture,"4/17/13",Corporate,1,"8.466","","2013-17-04"
Office Supplies,"4/17/13",Consumer,1,"166.37528","","2013-17-04"
Office Supplies,"4/17/13",Corporate,1,"24.541","","2013-17-04"
Technology,"4/17/13",Consumer,1,"33.76128","","2013-17-04"
Technology,"4/17/13",Corporate,1,"9,372.93","","2013-17-04"
Furniture,"4/18/13",Consumer,1,"283.2489","","2013-18-04"
Furniture,"4/18/13",Corporate,1,"82.2848","","2013-18-04"
Furniture,"4/18/13",Home Office,1,"20.11392","","2013-18-04"
Office Supplies,"4/18/13",Home Office,1,"29.05","","2013-18-04"
Technology,"4/18/13",Home Office,1,"39.73536","","2013-18-04"
Furniture,"4/19/13",Corporate,1,"481.69704","","2013-19-04"
Office Supplies,"4/19/13",Consumer,1,"214.116","","2013-19-04"
Office Supplies,"4/19/13",Corporate,1,"1,662.89","","2013-19-04"
Office Supplies,"4/19/13",Home Office,1,"220.8368","","2013-19-04"
Technology,"4/19/13",Consumer,1,"27.7864","","2013-19-04"
Furniture,"4/20/13",Home Office,1,"223.64184","","2013-20-04"
Office Supplies,"4/20/13",Consumer,1,"781.50528","","2013-20-04"
Office Supplies,"4/20/13",Home Office,1,"398.43","","2013-20-04"
Technology,"4/20/13",Consumer,1,"61.9836","","2013-20-04"
Office Supplies,"4/22/13",Consumer,1,"83.204","","2013-22-04"
Office Supplies,"4/22/13",Corporate,1,"188.13696","","2013-22-04"
Furniture,"4/23/13",Consumer,1,"27.1416","","2013-23-04"
Furniture,"4/23/13",Home Office,1,"1,493.43","","2013-23-04"
Office Supplies,"4/23/13",Consumer,1,"33.6096","","2013-23-04"
Office Supplies,"4/23/13",Home Office,1,"331.88925","","2013-23-04"
Office Supplies,"4/24/13",Consumer,1,"342.59654","","2013-24-04"
Office Supplies,"4/24/13",Corporate,1,"290.6376","","2013-24-04"
Technology,"4/24/13",Corporate,1,"106.9893","","2013-24-04"
Furniture,"4/25/13",Home Office,1,"1,206.44","","2013-25-04"
Office Supplies,"4/25/13",Consumer,1,"3.94416","","2013-25-04"
Office Supplies,"4/25/13",Home Office,1,"16.6074","","2013-25-04"
Technology,"4/25/13",Home Office,1,"225.06552","","2013-25-04"
Office Supplies,"4/26/13",Consumer,1,"23.8266","","2013-26-04"
Technology,"4/26/13",Consumer,1,"86.94","","2013-26-04"
Furniture,"4/27/13",Home Office,1,"386.83494","","2013-27-04"
Furniture,"4/29/13",Consumer,1,"26.70272","","2013-29-04"
Furniture,"4/29/13",Corporate,1,"40.32096","","2013-29-04"
Office Supplies,"4/29/13",Corporate,1,"13.51232","","2013-29-04"
Office Supplies,"4/29/13",Home Office,1,"27.40896","","2013-29-04"
Technology,"4/29/13",Corporate,1,"399.14208","","2013-29-04"
Furniture,"5/1/13",Corporate,1,"113.00688","","2013-01-05"
Furniture,"5/1/13",Home Office,1,"24.41664","","2013-01-05"
Office Supplies,"5/1/13",Consumer,1,"8.25184","","2013-01-05"
Furniture,"5/2/13",Consumer,1,"407.682","","2013-02-05"
Office Supplies,"5/2/13",Consumer,1,"161.9706","","2013-02-05"
Furniture,"5/3/13",Consumer,1,"487.344","","2013-03-05"
Furniture,"5/3/13",Corporate,1,"206.8066","","2013-03-05"
Office Supplies,"5/3/13",Consumer,1,"194.29956","","2013-03-05"
Office Supplies,"5/3/13",Corporate,1,"113.916","","2013-03-05"
Furniture,"5/4/13",Consumer,1,"45.73184","","2013-04-05"
Office Supplies,"5/4/13",Consumer,1,"231.8508","","2013-04-05"
Technology,"5/4/13",Consumer,1,"852.58764","","2013-04-05"
Furniture,"5/6/13",Consumer,1,"332.46224","","2013-06-05"
Furniture,"5/6/13",Corporate,1,"1,803.89","","2013-06-05"
Office Supplies,"5/6/13",Consumer,1,"80.7084","","2013-06-05"
Office Supplies,"5/6/13",Corporate,1,"18.6744","","2013-06-05"
Office Supplies,"5/6/13",Home Office,1,"89.3052","","2013-06-05"
Technology,"5/6/13",Home Office,1,"453.30336","","2013-06-05"
Furniture,"5/7/13",Consumer,1,"39.104","","2013-07-05"
Furniture,"5/7/13",Home Office,1,"55.25912","","2013-07-05"
Office Supplies,"5/7/13",Consumer,1,"2.95136","","2013-07-05"
Office Supplies,"5/7/13",Home Office,1,"113.48928","","2013-07-05"
Technology,"5/7/13",Consumer,1,"26.43776","","2013-07-05"
Furniture,"5/8/13",Consumer,1,"546.95952","","2013-08-05"
Office Supplies,"5/8/13",Consumer,1,"142.5952","","2013-08-05"
Technology,"5/8/13",Consumer,1,"4,451.89","","2013-08-05"
Furniture,"5/9/13",Corporate,1,"207.7208","","2013-09-05"
Office Supplies,"5/9/13",Consumer,1,"1,038.07","","2013-09-05"
Technology,"5/9/13",Consumer,1,"54.62528","","2013-09-05"
Office Supplies,"5/10/13",Consumer,1,"104.9076","","2013-10-05"
Office Supplies,"5/10/13",Corporate,1,"1,035.37","","2013-10-05"
Office Supplies,"5/10/13",Home Office,1,"8.8","","2013-10-05"
Technology,"5/10/13",Consumer,1,"105.19788","","2013-10-05"
Office Supplies,"5/11/13",Consumer,1,"20.9352","","2013-11-05"
Technology,"5/11/13",Home Office,1,"736.54812","","2013-11-05"
Office Supplies,"5/12/13",Consumer,1,"5.2624","","2013-12-05"
Furniture,"5/13/13",Corporate,1,"10.1202","","2013-13-05"
Office Supplies,"5/13/13",Consumer,1,"58.4844","","2013-13-05"
Office Supplies,"5/13/13",Corporate,1,"96.12784","","2013-13-05"
Technology,"5/13/13",Consumer,1,"126","","2013-13-05"
Technology,"5/13/13",Corporate,1,"556.1248","","2013-13-05"
Furniture,"5/15/13",Consumer,1,"80.17784","","2013-15-05"
Furniture,"5/15/13",Corporate,1,"27.77664","","2013-15-05"
Office Supplies,"5/15/13",Corporate,1,"123.0873","","2013-15-05"
Technology,"5/15/13",Corporate,1,"208.50648","","2013-15-05"
Office Supplies,"5/16/13",Consumer,1,"38.97832","","2013-16-05"
Office Supplies,"5/16/13",Home Office,1,"563.1688","","2013-16-05"
Furniture,"5/17/13",Consumer,1,"285.6684","","2013-17-05"
Office Supplies,"5/17/13",Consumer,1,"585.6676","","2013-17-05"
Furniture,"5/18/13",Consumer,1,"180.18016","","2013-18-05"
Office Supplies,"5/18/13",Consumer,1,"127.1592","","2013-18-05"
Office Supplies,"5/18/13",Corporate,1,"28.4715","","2013-18-05"
Office Supplies,"5/19/13",Consumer,1,"113.6646","","2013-19-05"
Furniture,"5/20/13",Consumer,1,"609.994","","2013-20-05"
Office Supplies,"5/20/13",Consumer,1,"775.36576","","2013-20-05"
Office Supplies,"5/20/13",Corporate,1,"103.37688","","2013-20-05"
Furniture,"5/21/13",Home Office,1,"891.82","","2013-21-05"
Office Supplies,"5/21/13",Consumer,1,"2.50542","","2013-21-05"
Office Supplies,"5/21/13",Home Office,1,"61.6649","","2013-21-05"
Technology,"5/21/13",Consumer,1,"1,186.65","","2013-21-05"
Office Supplies,"5/22/13",Corporate,1,"174.32886","","2013-22-05"
Technology,"5/22/13",Consumer,1,"112.93548","","2013-22-05"
Technology,"5/22/13",Corporate,1,"2,468.29","","2013-22-05"
Furniture,"5/23/13",Consumer,1,"191.7146","","2013-23-05"
Office Supplies,"5/23/13",Consumer,1,"634.005","","2013-23-05"
Technology,"5/23/13",Consumer,1,"732.984","","2013-23-05"
Technology,"5/23/13",Corporate,1,"202.36944","","2013-23-05"
Furniture,"5/24/13",Consumer,1,"32.9745","","2013-24-05"
Office Supplies,"5/24/13",Consumer,1,"18.3282","","2013-24-05"
Office Supplies,"5/24/13",Home Office,1,"4.5816","","2013-24-05"
Technology,"5/24/13",Consumer,1,"9,347.03","","2013-24-05"
Office Supplies,"5/25/13",Home Office,1,"294.42136","","2013-25-05"
Furniture,"5/26/13",Home Office,1,"27.2064","","2013-26-05"
Office Supplies,"5/26/13",Home Office,1,"1,351.36","","2013-26-05"
Furniture,"5/27/13",Consumer,1,"903.78624","","2013-27-05"
Office Supplies,"5/27/13",Consumer,1,"103.664","","2013-27-05"
Office Supplies,"5/27/13",Corporate,1,"203.37152","","2013-27-05"
Technology,"5/27/13",Consumer,1,"634.19328","","2013-27-05"
Technology,"5/27/13",Corporate,1,"49.8368","","2013-27-05"
Furniture,"5/28/13",Consumer,1,"28.2992","","2013-28-05"
Furniture,"5/28/13",Corporate,1,"3,434.80","","2013-28-05"
Office Supplies,"5/28/13",Consumer,1,"1,179.67","","2013-28-05"
Office Supplies,"5/28/13",Corporate,1,"431.1498","","2013-28-05"
Furniture,"5/29/13",Corporate,1,"405.88288","","2013-29-05"
Office Supplies,"5/29/13",Consumer,1,"705.8448","","2013-29-05"
Office Supplies,"5/29/13",Corporate,1,"110.06648","","2013-29-05"
Technology,"5/29/13",Consumer,1,"717.6","","2013-29-05"
Technology,"5/29/13",Home Office,1,"300.72","","2013-29-05"
Furniture,"5/30/13",Consumer,1,"48.7884","","2013-30-05"
Office Supplies,"5/30/13",Consumer,1,"40.7835","","2013-30-05"
Technology,"5/30/13",Consumer,1,"832.9575","","2013-30-05"
Furniture,"5/31/13",Corporate,1,"3,115.11","","2013-31-05"
Furniture,"5/31/13",Home Office,1,"52.14","","2013-31-05"
Office Supplies,"5/31/13",Consumer,1,"122.11392","","2013-31-05"
Office Supplies,"5/31/13",Corporate,1,"138.7954","","2013-31-05"
Office Supplies,"5/31/13",Home Office,1,"1,159.58","","2013-31-05"
Technology,"5/31/13",Consumer,1,"331.2728","","2013-31-05"
Technology,"5/31/13",Corporate,1,"2,990.30","","2013-31-05"
Technology,"5/31/13",Home Office,1,"131.0296","","2013-31-05"
Furniture,"6/1/13",Consumer,1,"205.29156","","2013-01-06"
Office Supplies,"6/1/13",Consumer,1,"39.6176","","2013-01-06"
Technology,"6/1/13",Consumer,1,"172.512","","2013-01-06"
Office Supplies,"6/3/13",Corporate,1,"140.48116","","2013-03-06"
Furniture,"6/4/13",Corporate,1,"76.77504","","2013-04-06"
Furniture,"6/5/13",Consumer,1,"794.33018","","2013-05-06"
Office Supplies,"6/5/13",Consumer,1,"114.21616","","2013-05-06"
Technology,"6/5/13",Consumer,1,"1,423.29","","2013-05-06"
Office Supplies,"6/6/13",Consumer,1,"433.63296","","2013-06-06"
Office Supplies,"6/6/13",Corporate,1,"58.311","","2013-06-06"
Office Supplies,"6/6/13",Home Office,1,"144.06312","","2013-06-06"
Furniture,"6/7/13",Consumer,1,"494.064","","2013-07-06"
Office Supplies,"6/7/13",Consumer,1,"819.8595","","2013-07-06"
Office Supplies,"6/7/13",Corporate,1,"92.8576","","2013-07-06"
Office Supplies,"6/7/13",Home Office,1,"109.755","","2013-07-06"
Technology,"6/7/13",Consumer,1,"772.5456","","2013-07-06"
Technology,"6/7/13",Home Office,1,"3,281.49","","2013-07-06"
Office Supplies,"6/8/13",Home Office,1,"51.562","","2013-08-06"
Furniture,"6/10/13",Consumer,1,"112.56384","","2013-10-06"
Furniture,"6/10/13",Home Office,1,"755.3046","","2013-10-06"
Technology,"6/10/13",Consumer,1,"838.2528","","2013-10-06"
Furniture,"6/11/13",Consumer,1,"1,442.53","","2013-11-06"
Office Supplies,"6/11/13",Consumer,1,"81.31896","","2013-11-06"
Furniture,"6/12/13",Consumer,1,"893.68488","","2013-12-06"
Furniture,"6/12/13",Corporate,1,"13.54752","","2013-12-06"
Office Supplies,"6/12/13",Consumer,1,"72.72024","","2013-12-06"
Office Supplies,"6/12/13",Corporate,1,"9.616","","2013-12-06"
Technology,"6/12/13",Consumer,1,"604.7424","","2013-12-06"
Furniture,"6/13/13",Consumer,1,"47.9808","","2013-13-06"
Furniture,"6/13/13",Home Office,1,"378.62888","","2013-13-06"
Office Supplies,"6/13/13",Consumer,1,"551.8608","","2013-13-06"
Office Supplies,"6/13/13",Corporate,1,"477.8124","","2013-13-06"
Office Supplies,"6/13/13",Home Office,1,"416.89824","","2013-13-06"
Technology,"6/13/13",Consumer,1,"67.3596","","2013-13-06"
Technology,"6/13/13",Home Office,1,"967.65984","","2013-13-06"
Office Supplies,"6/14/13",Consumer,1,"57.19012","","2013-14-06"
Technology,"6/14/13",Home Office,1,"415.767","","2013-14-06"
Furniture,"6/15/13",Corporate,1,"2,855.67","","2013-15-06"
Furniture,"6/15/13",Home Office,1,"650.44765","","2013-15-06"
Office Supplies,"6/15/13",Consumer,1,"41.9328","","2013-15-06"
Office Supplies,"6/15/13",Home Office,1,"15.5232","","2013-15-06"
Technology,"6/15/13",Consumer,1,"16.43296","","2013-15-06"
Technology,"6/15/13",Home Office,1,"24.8965","","2013-15-06"
Office Supplies,"6/16/13",Consumer,1,"156.1392","","2013-16-06"
Office Supplies,"6/17/13",Consumer,1,"51.336","","2013-17-06"
Technology,"6/17/13",Home Office,1,"82.3275","","2013-17-06"
Furniture,"6/18/13",Consumer,1,"1,360.91","","2013-18-06"
Furniture,"6/18/13",Corporate,1,"391.94064","","2013-18-06"
Office Supplies,"6/18/13",Consumer,1,"679.6984","","2013-18-06"
Office Supplies,"6/18/13",Corporate,1,"17.266","","2013-18-06"
Technology,"6/18/13",Consumer,1,"26.1","","2013-18-06"
Technology,"6/18/13",Corporate,1,"481.9245","","2013-18-06"
Office Supplies,"6/19/13",Consumer,1,"83.01312","","2013-19-06"
Office Supplies,"6/19/13",Corporate,1,"479.02622","","2013-19-06"
Office Supplies,"6/20/13",Corporate,1,"14.8944","","2013-20-06"
Furniture,"6/21/13",Consumer,1,"177.7248","","2013-21-06"
Furniture,"6/21/13",Corporate,1,"53.0748","","2013-21-06"
Office Supplies,"6/21/13",Consumer,1,"255.63776","","2013-21-06"
Office Supplies,"6/21/13",Corporate,1,"51.6876","","2013-21-06"
Office Supplies,"6/21/13",Home Office,1,"500.36046","","2013-21-06"
Technology,"6/21/13",Consumer,1,"69.472","","2013-21-06"
Technology,"6/21/13",Corporate,1,"99.78196","","2013-21-06"
Furniture,"6/22/13",Consumer,1,"360.63936","","2013-22-06"
Office Supplies,"6/22/13",Consumer,1,"200.4336","","2013-22-06"
Office Supplies,"6/22/13",Corporate,1,"0.76076","","2013-22-06"
Office Supplies,"6/24/13",Consumer,1,"1,386.97","","2013-24-06"
Technology,"6/24/13",Consumer,1,"741.61584","","2013-24-06"
Office Supplies,"6/25/13",Consumer,1,"363.6045","","2013-25-06"
Office Supplies,"6/25/13",Corporate,1,"9.32184","","2013-25-06"
Technology,"6/25/13",Consumer,1,"4,361.24","","2013-25-06"
Furniture,"6/26/13",Consumer,1,"113.23968","","2013-26-06"
Furniture,"6/26/13",Corporate,1,"430.49916","","2013-26-06"
Office Supplies,"6/26/13",Consumer,1,"58.9857","","2013-26-06"
Office Supplies,"6/26/13",Corporate,1,"298.2888","","2013-26-06"
Furniture,"6/27/13",Consumer,1,"21.6972","","2013-27-06"
Furniture,"6/27/13",Corporate,1,"32.8338","","2013-27-06"
Office Supplies,"6/27/13",Consumer,1,"16.39","","2013-27-06"
Office Supplies,"6/27/13",Corporate,1,"838.4009","","2013-27-06"
Office Supplies,"6/27/13",Home Office,1,"591.8076","","2013-27-06"
Technology,"6/27/13",Consumer,1,"140.0285","","2013-27-06"
Technology,"6/27/13",Corporate,1,"165.7579","","2013-27-06"
Technology,"6/27/13",Home Office,1,"11.84592","","2013-27-06"
Furniture,"6/28/13",Corporate,1,"534.26142","","2013-28-06"
Office Supplies,"6/28/13",Corporate,1,"32.21904","","2013-28-06"
Technology,"6/28/13",Consumer,1,"209.64736","","2013-28-06"
Furniture,"6/29/13",Consumer,1,"115.862","","2013-29-06"
Office Supplies,"6/29/13",Consumer,1,"325.588","","2013-29-06"
Office Supplies,"6/29/13",Corporate,1,"40.4936","","2013-29-06"
Technology,"6/29/13",Consumer,1,"377.9748","","2013-29-06"
Office Supplies,"6/30/13",Consumer,1,"168.8544","","2013-30-06"
Furniture,"7/1/13",Consumer,1,"1,266.86","","2013-01-07"
Office Supplies,"7/1/13",Consumer,1,"34.5312","","2013-01-07"
Technology,"7/1/13",Home Office,1,"53.1272","","2013-01-07"
Office Supplies,"7/2/13",Consumer,1,"75.24","","2013-02-07"
Office Supplies,"7/2/13",Home Office,1,"102.6817","","2013-02-07"
Technology,"7/2/13",Home Office,1,"1,576.71","","2013-02-07"
Furniture,"7/3/13",Corporate,1,"788.73926","","2013-03-07"
Office Supplies,"7/3/13",Consumer,1,"7.623","","2013-03-07"
Office Supplies,"7/3/13",Corporate,1,"44.37504","","2013-03-07"
Office Supplies,"7/4/13",Consumer,1,"17.9352","","2013-04-07"
Office Supplies,"7/4/13",Corporate,1,"888.9346","","2013-04-07"
Furniture,"7/5/13",Consumer,1,"1,134.97","","2013-05-07"
Furniture,"7/5/13",Home Office,1,"24.384","","2013-05-07"
Office Supplies,"7/5/13",Consumer,1,"63.9732","","2013-05-07"
Technology,"7/5/13",Home Office,1,"249.456","","2013-05-07"
Furniture,"7/8/13",Consumer,1,"473.40092","","2013-08-07"
Furniture,"7/8/13",Corporate,1,"288.5672","","2013-08-07"
Office Supplies,"7/8/13",Consumer,1,"103.5648","","2013-08-07"
Office Supplies,"7/8/13",Corporate,1,"68.3088","","2013-08-07"
Office Supplies,"7/8/13",Home Office,1,"24.45855","","2013-08-07"
Technology,"7/8/13",Consumer,1,"2,715.96","","2013-08-07"
Technology,"7/8/13",Home Office,1,"61.79382","","2013-08-07"
Furniture,"7/9/13",Consumer,1,"682.7664","","2013-09-07"
Office Supplies,"7/9/13",Consumer,1,"87.7248","","2013-09-07"
