Category,Order Date,Segment,Number of Records,Sales Target,
Office Supplies,4/10/13,Corporate,1,30.75624,
Office Supplies,4/10/13,Home Office,1,5.7024,
Technology,4/10/13,Home Office,1,507.542,
Office Supplies,4/11/13,Consumer,1,918.72086,
Office Supplies,4/11/13,Corporate,1,51.59616,
Furniture,4/13/13,Consumer,1,"1,282.45",
Office Supplies,4/13/13,Consumer,1,179.38686,
Office Supplies,4/13/13,Corporate,1,163.0368,
Office Supplies,4/14/13,Consumer,1,5.202,
Furniture,4/15/13,Consumer,1,"1,356.86",
Office Supplies,4/15/13,Consumer,1,153.71308,
Furniture,4/16/13,Consumer,1,986.97984,
Office Supplies,4/16/13,Corporate,1,40.69744,
Office Supplies,4/16/13,Home Office,1,321.1532,
Technology,4/16/13,Home Office,1,672.67584,
Furniture,4/17/13,Corporate,1,8.466,
Office Supplies,4/17/13,Consumer,1,166.37528,
Office Supplies,4/17/13,Corporate,1,24.541,
Technology,4/17/13,Consumer,1,33.76128,
Technology,4/17/13,Corporate,1,"9,372.93",
Furniture,4/18/13,Consumer,1,283.2489,
Furniture,4/18/13,Corporate,1,82.2848,
Furniture,4/18/13,Home Office,1,20.11392,
Office Supplies,4/18/13,Home Office,1,29.05,
Technology,4/18/13,Home Office,1,39.73536,
Furniture,4/19/13,Corporate,1,481.69704,
Office Supplies,4/19/13,Consumer,1,214.116,
Office Supplies,4/19/13,Corporate,1,"1,662.89",
Office Supplies,4/19/13,Home Office,1,220.8368,
Technology,4/19/13,Consumer,1,27.7864,
Furniture,4/20/13,Home Office,1,223.64184,
Office Supplies,4/20/13,Consumer,1,781.50528,
Office Supplies,4/20/13,Home Office,1,398.43,
Technology,4/20/13,Consumer,1,61.9836,
Office Supplies,4/22/13,Consumer,1,83.204,
Office Supplies,4/22/13,Corporate,1,188.13696,
Furniture,4/23/13,Consumer,1,27.1416,
Furniture,4/23/13,Home Office,1,"1,493.43",
Office Supplies,4/23/13,Consumer,1,33.6096,
Office Supplies,4/23/13,Home Office,1,331.88925,
Office Supplies,4/24/13,Consumer,1,342.59654,
Office Supplies,4/24/13,Corporate,1,290.6376,
Technology,4/24/13,Corporate,1,106.9893,
Furniture,4/25/13,Home Office,1,"1,206.44",
Office Supplies,4/25/13,Consumer,1,3.94416,
Office Supplies,4/25/13,Home Office,1,16.6074,
Technology,4/25/13,Home Office,1,225.06552,
Office Supplies,4/26/13,Consumer,1,23.8266,
Technology,4/26/13,Consumer,1,86.94,
Furniture,4/27/13,Home Office,1,386.83494,
Furniture,4/29/13,Consumer,1,26.70272,
Furniture,4/29/13,Corporate,1,40.32096,
Office Supplies,4/29/13,Corporate,1,13.51232,
Office Supplies,4/29/13,Home Office,1,27.40896,
Technology,4/29/13,Corporate,1,399.14208,
Furniture,5/1/13,Corporate,1,113.00688,
Furniture,5/1/13,Home Office,1,24.41664,
Office Supplies,5/1/13,Consumer,1,8.25184,
Furniture,5/2/13,Consumer,1,407.682,
Office Supplies,5/2/13,Consumer,1,161.9706,
Furniture,5/3/13,Consumer,1,487.344,
Furniture,5/3/13,Corporate,1,206.8066,
Office Supplies,5/3/13,Consumer,1,194.29956,
Office Supplies,5/3/13,Corporate,1,113.916,
Furniture,5/4/13,Consumer,1,45.73184,
Office Supplies,5/4/13,Consumer,1,231.8508,
Technology,5/4/13,Consumer,1,852.58764,
Furniture,5/6/13,Consumer,1,332.46224,
Furniture,5/6/13,Corporate,1,"1,803.89",
Office Supplies,5/6/13,Consumer,1,80.7084,
Office Supplies,5/6/13,Corporate,1,18.6744,
Office Supplies,5/6/13,Home Office,1,89.3052,
Technology,5/6/13,Home Office,1,453.30336,
Furniture,5/7/13,Consumer,1,39.104,
Furniture,5/7/13,Home Office,1,55.25912,
Office Supplies,5/7/13,Consumer,1,2.95136,
Office Supplies,5/7/13,Home Office,1,113.48928,
Technology,5/7/13,Consumer,1,26.43776,
Furniture,5/8/13,Consumer,1,546.95952,
Office Supplies,5/8/13,Consumer,1,142.5952,
Technology,5/8/13,Consumer,1,"4,451.89",
Furniture,5/9/13,Corporate,1,207.7208,
Office Supplies,5/9/13,Consumer,1,"1,038.07",
Technology,5/9/13,Consumer,1,54.62528,
Office Supplies,5/10/13,Consumer,1,104.9076,
Office Supplies,5/10/13,Corporate,1,"1,035.37",
Office Supplies,5/10/13,Home Office,1,8.8,
Technology,5/10/13,Consumer,1,105.19788,
Office Supplies,5/11/13,Consumer,1,20.9352,
Technology,5/11/13,Home Office,1,736.54812,
Office Supplies,5/12/13,Consumer,1,5.2624,
Furniture,5/13/13,Corporate,1,10.1202,
Office Supplies,5/13/13,Consumer,1,58.4844,
Office Supplies,5/13/13,Corporate,1,96.12784,
Technology,5/13/13,Consumer,1,126,
Technology,5/13/13,Corporate,1,556.1248,
Furniture,5/15/13,Consumer,1,80.17784,
Furniture,5/15/13,Corporate,1,27.77664,
Office Supplies,5/15/13,Corporate,1,123.0873,
Technology,5/15/13,Corporate,1,208.50648,
Office Supplies,5/16/13,Consumer,1,38.97832,
Office Supplies,5/16/13,Home Office,1,563.1688,
Furniture,5/17/13,Consumer,1,285.6684,
Office Supplies,5/17/13,Consumer,1,585.6676,
Furniture,5/18/13,Consumer,1,180.18016,
Office Supplies,5/18/13,Consumer,1,127.1592,
Office Supplies,5/18/13,Corporate,1,28.4715,
Office Supplies,5/19/13,Consumer,1,113.6646,
Furniture,5/20/13,Consumer,1,609.994,
Office Supplies,5/20/13,Consumer,1,775.36576,
Office Supplies,5/20/13,Corporate,1,103.37688,
Furniture,5/21/13,Home Office,1,891.82,
Office Supplies,5/21/13,Consumer,1,2.50542,
Office Supplies,5/21/13,Home Office,1,61.6649,
Technology,5/21/13,Consumer,1,"1,186.65",
Office Supplies,5/22/13,Corporate,1,174.32886,
Technology,5/22/13,Consumer,1,112.93548,
Technology,5/22/13,Corporate,1,"2,468.29",
Furniture,5/23/13,Consumer,1,191.7146,
Office Supplies,5/23/13,Consumer,1,634.005,
Technology,5/23/13,Consumer,1,732.984,
Technology,5/23/13,Corporate,1,202.36944,
Furniture,5/24/13,Consumer,1,32.9745,
Office Supplies,5/24/13,Consumer,1,18.3282,
Office Supplies,5/24/13,Home Office,1,4.5816,
Technology,5/24/13,Consumer,1,"9,347.03",
Office Supplies,5/25/13,Home Office,1,294.42136,
Furniture,5/26/13,Home Office,1,27.2064,
Office Supplies,5/26/13,Home Office,1,"1,351.36",
Furniture,5/27/13,Consumer,1,903.78624,
Office Supplies,5/27/13,Consumer,1,103.664,
Office Supplies,5/27/13,Corporate,1,203.37152,
Technology,5/27/13,Consumer,1,634.19328,
Technology,5/27/13,Corporate,1,49.8368,
Furniture,5/28/13,Consumer,1,28.2992,
Furniture,5/28/13,Corporate,1,"3,434.80",
Office Supplies,5/28/13,Consumer,1,"1,179.67",
Office Supplies,5/28/13,Corporate,1,431.1498,
Furniture,5/29/13,Corporate,1,405.88288,
Office Supplies,5/29/13,Consumer,1,705.8448,
Office Supplies,5/29/13,Corporate,1,110.06648,
Technology,5/29/13,Consumer,1,717.6,
Technology,5/29/13,Home Office,1,300.72,
Furniture,5/30/13,Consumer,1,48.7884,
Office Supplies,5/30/13,Consumer,1,40.7835,
Technology,5/30/13,Consumer,1,832.9575,
Furniture,5/31/13,Corporate,1,"3,115.11",
Furniture,5/31/13,Home Office,1,52.14,
Office Supplies,5/31/13,Consumer,1,122.11392,
Office Supplies,5/31/13,Corporate,1,138.7954,
Office Supplies,5/31/13,Home Office,1,"1,159.58",
Technology,5/31/13,Consumer,1,331.2728,
Technology,5/31/13,Corporate,1,"2,990.30",
Technology,5/31/13,Home Office,1,131.0296,
Furniture,6/1/13,Consumer,1,205.29156,
Office Supplies,6/1/13,Consumer,1,39.6176,
Technology,6/1/13,Consumer,1,172.512,
Office Supplies,6/3/13,Corporate,1,140.48116,
Furniture,6/4/13,Corporate,1,76.77504,
Furniture,6/5/13,Consumer,1,794.33018,
Office Supplies,6/5/13,Consumer,1,114.21616,
Technology,6/5/13,Consumer,1,"1,423.29",
Office Supplies,6/6/13,Consumer,1,433.63296,
Office Supplies,6/6/13,Corporate,1,58.311,
Office Supplies,6/6/13,Home Office,1,144.06312,
Furniture,6/7/13,Consumer,1,494.064,
Office Supplies,6/7/13,Consumer,1,819.8595,
Office Supplies,6/7/13,Corporate,1,92.8576,
Office Supplies,6/7/13,Home Office,1,109.755,
Technology,6/7/13,Consumer,1,772.5456,
Technology,6/7/13,Home Office,1,"3,281.49",
Office Supplies,6/8/13,Home Office,1,51.562,
Furniture,6/10/13,Consumer,1,112.56384,
Furniture,6/10/13,Home Office,1,755.3046,
Technology,6/10/13,Consumer,1,838.2528,
Furniture,6/11/13,Consumer,1,"1,442.53",
Office Supplies,6/11/13,Consumer,1,81.31896,
Furniture,6/12/13,Consumer,1,893.68488,
Furniture,6/12/13,Corporate,1,13.54752,
Office Supplies,6/12/13,Consumer,1,72.72024,
Office Supplies,6/12/13,Corporate,1,9.616,
Technology,6/12/13,Consumer,1,604.7424,
Furniture,6/13/13,Consumer,1,47.9808,
Furniture,6/13/13,Home Office,1,378.62888,
Office Supplies,6/13/13,Consumer,1,551.8608,
Office Supplies,6/13/13,Corporate,1,477.8124,
Office Supplies,6/13/13,Home Office,1,416.89824,
Technology,6/13/13,Consumer,1,67.3596,
Technology,6/13/13,Home Office,1,967.65984,
Office Supplies,6/14/13,Consumer,1,57.19012,
Technology,6/14/13,Home Office,1,415.767,
Furniture,6/15/13,Corporate,1,"2,855.67",
Furniture,6/15/13,Home Office,1,650.44765,
Office Supplies,6/15/13,Consumer,1,41.9328,
Office Supplies,6/15/13,Home Office,1,15.5232,
Technology,6/15/13,Consumer,1,16.43296,
Technology,6/15/13,Home Office,1,24.8965,
Office Supplies,6/16/13,Consumer,1,156.1392,
Office Supplies,6/17/13,Consumer,1,51.336,
Technology,6/17/13,Home Office,1,82.3275,
Furniture,6/18/13,Consumer,1,"1,360.91",
Furniture,6/18/13,Corporate,1,391.94064,
Office Supplies,6/18/13,Consumer,1,679.6984,
Office Supplies,6/18/13,Corporate,1,17.266,
Technology,6/18/13,Consumer,1,26.1,
Technology,6/18/13,Corporate,1,481.9245,
Office Supplies,6/19/13,Consumer,1,83.01312,
Office Supplies,6/19/13,Corporate,1,479.02622,
Office Supplies,6/20/13,Corporate,1,14.8944,
Furniture,6/21/13,Consumer,1,177.7248,
Furniture,6/21/13,Corporate,1,53.0748,
Office Supplies,6/21/13,Consumer,1,255.63776,
Office Supplies,6/21/13,Corporate,1,51.6876,
Office Supplies,6/21/13,Home Office,1,500.36046,
Technology,6/21/13,Consumer,1,69.472,
Technology,6/21/13,Corporate,1,99.78196,
Furniture,6/22/13,Consumer,1,360.63936,
Office Supplies,6/22/13,Consumer,1,200.4336,
Office Supplies,6/22/13,Corporate,1,0.76076,
Office Supplies,6/24/13,Consumer,1,"1,386.97",
Technology,6/24/13,Consumer,1,741.61584,
Office Supplies,6/25/13,Consumer,1,363.6045,
Office Supplies,6/25/13,Corporate,1,9.32184,
Technology,6/25/13,Consumer,1,"4,361.24",
Furniture,6/26/13,Consumer,1,113.23968,
Furniture,6/26/13,Corporate,1,430.49916,
Office Supplies,6/26/13,Consumer,1,58.9857,
Office Supplies,6/26/13,Corporate,1,298.2888,
Furniture,6/27/13,Consumer,1,21.6972,
Furniture,6/27/13,Corporate,1,32.8338,
Office Supplies,6/27/13,Consumer,1,16.39,
Office Supplies,6/27/13,Corporate,1,838.4009,
Office Supplies,6/27/13,Home Office,1,591.8076,
Technology,6/27/13,Consumer,1,140.0285,
Technology,6/27/13,Corporate,1,165.7579,
Technology,6/27/13,Home Office,1,11.84592,
Furniture,6/28/13,Corporate,1,534.26142,
Office Supplies,6/28/13,Corporate,1,32.21904,
Technology,6/28/13,Consumer,1,209.64736,
Furniture,6/29/13,Consumer,1,115.862,
Office Supplies,6/29/13,Consumer,1,325.588,
Office Supplies,6/29/13,Corporate,1,40.4936,
Technology,6/29/13,Consumer,1,377.9748,
Office Supplies,6/30/13,Consumer,1,168.8544,
Furniture,7/1/13,Consumer,1,"1,266.86",
Office Supplies,7/1/13,Consumer,1,34.5312,
Technology,7/1/13,Home Office,1,53.1272,
Office Supplies,7/2/13,Consumer,1,75.24,
Office Supplies,7/2/13,Home Office,1,102.6817,
Technology,7/2/13,Home Office,1,"1,576.71",
Furniture,7/3/13,Corporate,1,788.73926,
Office Supplies,7/3/13,Consumer,1,7.623,
Office Supplies,7/3/13,Corporate,1,44.37504,
Office Supplies,7/4/13,Consumer,1,17.9352,
Office Supplies,7/4/13,Corporate,1,888.9346,
Furniture,7/5/13,Consumer,1,"1,134.97",
Furniture,7/5/13,Home Office,1,24.384,
Office Supplies,7/5/13,Consumer,1,63.9732,
Technology,7/5/13,Home Office,1,249.456,
Furniture,7/8/13,Consumer,1,473.40092,
Furniture,7/8/13,Corporate,1,288.5672,
Office Supplies,7/8/13,Consumer,1,103.5648,
Office Supplies,7/8/13,Corporate,1,68.3088,
Office Supplies,7/8/13,Home Office,1,24.45855,
Technology,7/8/13,Consumer,1,"2,715.96",
Technology,7/8/13,Home Office,1,61.79382,
Furniture,7/9/13,Consumer,1,682.7664,
Office Supplies,7/9/13,Consumer,1,87.7248,
Office Supplies,7/9/13,Corporate,1,52.70112,
Technology,7/9/13,Consumer,1,829.43016,
Technology,7/9/13,Corporate,1,794.5488,
Furniture,7/10/13,Corporate,1,538.88884,
Office Supplies,7/11/13,Consumer,1,559.9528,
Office Supplies,7/11/13,Home Office,1,48.44448,
Technology,7/11/13,Corporate,1,294.11226,
Technology,7/13/13,Corporate,1,102.4632,
Furniture,7/15/13,Consumer,1,86.6775,
Furniture,7/15/13,Corporate,1,590.71872,
Office Supplies,7/15/13,Consumer,1,408.68282,
Office Supplies,7/15/13,Corporate,1,103.9374,
Technology,7/15/13,Consumer,1,542.5404,
Technology,7/15/13,Corporate,1,399.9072,
Furniture,7/16/13,Corporate,1,244.0968,
Office Supplies,7/16/13,Corporate,1,97.0784,
Office Supplies,7/16/13,Home Office,1,39.072,
Furniture,7/17/13,Corporate,1,8.78784,
Office Supplies,7/17/13,Consumer,1,6.3072,
Office Supplies,7/17/13,Corporate,1,164.2004,
Technology,7/17/13,Consumer,1,663.89232,
Technology,7/17/13,Corporate,1,80.5388,
Furniture,7/18/13,Consumer,1,34.5681,
Office Supplies,7/18/13,Consumer,1,853.85756,
Office Supplies,7/18/13,Corporate,1,254.56,
Technology,7/18/13,Consumer,1,422.23296,
Technology,7/18/13,Corporate,1,519.39,
Furniture,7/19/13,Corporate,1,"1,539.17",
Office Supplies,7/19/13,Corporate,1,822.188,
Office Supplies,7/19/13,Home Office,1,345.224,
Technology,7/19/13,Consumer,1,73.71504,
Furniture,7/20/13,Consumer,1,600.7176,
Office Supplies,7/20/13,Consumer,1,457.8218,
Technology,7/20/13,Home Office,1,430.21354,
Technology,7/21/13,Consumer,1,89.95,
Furniture,7/22/13,Consumer,1,309.332,
Office Supplies,7/22/13,Consumer,1,5.9508,
Office Supplies,7/22/13,Corporate,1,683.0021,
Furniture,7/23/13,Consumer,1,10.83264,
Furniture,7/23/13,Corporate,1,29.3394,
Office Supplies,7/23/13,Consumer,1,949.0812,
Office Supplies,7/23/13,Corporate,1,102.2322,
Office Supplies,7/23/13,Home Office,1,81.89,
Technology,7/23/13,Consumer,1,119.8455,
Office Supplies,7/24/13,Consumer,1,199.57504,
Office Supplies,7/24/13,Corporate,1,51.84256,
Office Supplies,7/24/13,Home Office,1,12.44344,
Technology,7/24/13,Consumer,1,107.07648,
Technology,7/24/13,Corporate,1,244.237,
Furniture,7/25/13,Corporate,1,236.00052,
Office Supplies,7/25/13,Consumer,1,67.344,
Furniture,7/26/13,Consumer,1,"3,206.48",
Furniture,7/26/13,Corporate,1,493.7724,
Office Supplies,7/26/13,Consumer,1,186.60282,
Office Supplies,7/26/13,Corporate,1,305.43108,
Office Supplies,7/26/13,Home Office,1,59.63502,
Technology,7/26/13,Consumer,1,"1,511.97",
Technology,7/26/13,Corporate,1,409.146,
Furniture,7/29/13,Consumer,1,186.3225,
Furniture,7/29/13,Home Office,1,301.2264,
Office Supplies,7/29/13,Consumer,1,"1,202.40",
Office Supplies,7/29/13,Home Office,1,132.9672,
Office Supplies,7/30/13,Consumer,1,785.7759,
Office Supplies,7/30/13,Corporate,1,83.93616,
Office Supplies,7/31/13,Consumer,1,"1,066.79",
Office Supplies,7/31/13,Corporate,1,651.2324,
Office Supplies,7/31/13,Home Office,1,9.17136,
Furniture,8/1/13,Consumer,1,240.1872,
Furniture,8/1/13,Corporate,1,811.34032,
Office Supplies,8/1/13,Consumer,1,305.7912,
Technology,8/1/13,Consumer,1,724.752,
Furniture,8/2/13,Consumer,1,18.3464,
Office Supplies,8/2/13,Corporate,1,61.01544,
Technology,8/2/13,Corporate,1,"1,070.92",
Furniture,8/3/13,Corporate,1,124.18224,
Office Supplies,8/3/13,Corporate,1,10.6624,
Technology,8/3/13,Corporate,1,300.2184,
Office Supplies,8/4/13,Consumer,1,77.463,
Technology,8/4/13,Consumer,1,147.2064,
Furniture,8/5/13,Home Office,1,101.016,
Office Supplies,8/5/13,Consumer,1,4.3382,
Office Supplies,8/5/13,Corporate,1,29.78976,
Office Supplies,8/5/13,Home Office,1,53.4209,
Technology,8/5/13,Corporate,1,314.47936,
Office Supplies,8/6/13,Corporate,1,185.227,
Office Supplies,8/7/13,Consumer,1,39.4902,
Office Supplies,8/7/13,Corporate,1,62.3744,
Technology,8/7/13,Consumer,1,196.38624,
Technology,8/8/13,Corporate,1,197.967,
Furniture,8/9/13,Home Office,1,446.33088,
Office Supplies,8/9/13,Consumer,1,71.1392,
Office Supplies,8/9/13,Home Office,1,452.79,
Office Supplies,8/10/13,Consumer,1,648.38016,
Office Supplies,8/10/13,Home Office,1,14.92056,
Technology,8/10/13,Consumer,1,42.09696,
Office Supplies,8/12/13,Home Office,1,165.4838,
Furniture,8/13/13,Consumer,1,190.32468,
Furniture,8/13/13,Corporate,1,601.652975,
Furniture,8/13/13,Home Office,1,131.1876,
Office Supplies,8/13/13,Consumer,1,"1,453.73",
Office Supplies,8/13/13,Home Office,1,39.55072,
Technology,8/13/13,Consumer,1,"1,315.95",
Furniture,8/14/13,Corporate,1,215.3444,
Office Supplies,8/14/13,Consumer,1,396.79208,
Office Supplies,8/14/13,Corporate,1,7.7532,
Technology,8/14/13,Consumer,1,66.2216,
Office Supplies,8/15/13,Consumer,1,28.29372,
Technology,8/15/13,Consumer,1,109.77408,
Technology,8/15/13,Corporate,1,739.82136,
Furniture,8/16/13,Consumer,1,483.5934,
Office Supplies,8/16/13,Consumer,1,182.9031,
Office Supplies,8/16/13,Corporate,1,3.402,
Technology,8/16/13,Consumer,1,775.31816,
Technology,8/16/13,Corporate,1,66.21792,
Furniture,8/17/13,Corporate,1,159.6672,
Office Supplies,8/17/13,Consumer,1,42.8274,
Office Supplies,8/18/13,Consumer,1,13.66944,
Furniture,8/19/13,Home Office,1,14.30016,
Office Supplies,8/19/13,Consumer,1,85.908,
Office Supplies,8/19/13,Corporate,1,323.3412,
Technology,8/19/13,Corporate,1,35.991,
Office Supplies,8/20/13,Consumer,1,466.74368,
Technology,8/21/13,Home Office,1,14.9278,
Furniture,8/22/13,Consumer,1,567.44226,
Furniture,8/22/13,Corporate,1,"2,800.44",
Furniture,8/22/13,Home Office,1,709.30404,
Office Supplies,8/22/13,Corporate,1,98.06464,
Office Supplies,8/22/13,Home Office,1,36.51872,
Technology,8/22/13,Corporate,1,371.33572,
Furniture,8/23/13,Home Office,1,100.29456,
Office Supplies,8/23/13,Consumer,1,293.09488,
Office Supplies,8/23/13,Corporate,1,25.452,
Furniture,8/24/13,Consumer,1,506.0688,
Furniture,8/24/13,Home Office,1,21.02544,
Office Supplies,8/24/13,Consumer,1,215.7864,
Office Supplies,8/24/13,Corporate,1,"1,080.53",
Office Supplies,8/24/13,Home Office,1,788.95488,
Technology,8/24/13,Consumer,1,728.712,
Technology,8/24/13,Home Office,1,648.3286,
Furniture,8/27/13,Consumer,1,634.38,
Furniture,8/27/13,Corporate,1,"2,601.57",
Office Supplies,8/27/13,Consumer,1,207.1548,
Office Supplies,8/27/13,Corporate,1,178.02804,
Technology,8/27/13,Consumer,1,745.1352,
Technology,8/27/13,Corporate,1,530.19144,
Technology,8/27/13,Home Office,1,43.6527,
Furniture,8/28/13,Consumer,1,220.1535,
Office Supplies,8/28/13,Consumer,1,331.2276,
Office Supplies,8/28/13,Corporate,1,98.1312,
Technology,8/28/13,Consumer,1,64.7676,
Furniture,8/29/13,Consumer,1,146.990432,
Office Supplies,8/29/13,Consumer,1,40.5762,
Office Supplies,8/29/13,Corporate,1,17.14176,
Technology,8/29/13,Consumer,1,92.2896,
Furniture,8/30/13,Corporate,1,389.568,
Office Supplies,8/30/13,Corporate,1,15.3363,
Office Supplies,8/30/13,Home Office,1,100.94594,
Technology,8/30/13,Home Office,1,122.69504,
Furniture,8/31/13,Consumer,1,825.44616,
Office Supplies,8/31/13,Consumer,1,171.08292,
Technology,8/31/13,Consumer,1,605.62368,
Office Supplies,9/1/13,Consumer,1,22.7696,
Furniture,9/2/13,Consumer,1,172.638,
Office Supplies,9/2/13,Consumer,1,426.9063,
Office Supplies,9/2/13,Corporate,1,75.26232,
Office Supplies,9/2/13,Home Office,1,"4,622.46",
Technology,9/2/13,Consumer,1,495.144,
Technology,9/2/13,Corporate,1,21.34932,
Technology,9/2/13,Home Office,1,6.9937,
Furniture,9/3/13,Consumer,1,"1,322.29",
Furniture,9/3/13,Home Office,1,91.85648,
Office Supplies,9/3/13,Consumer,1,558.45944,
Office Supplies,9/3/13,Home Office,1,51.27834,
Technology,9/3/13,Consumer,1,"4,734.73",
Technology,9/3/13,Home Office,1,156.3688,
Furniture,9/4/13,Consumer,1,597.53508,
Furniture,9/4/13,Home Office,1,73.87776,
Office Supplies,9/4/13,Consumer,1,138.58444,
Office Supplies,9/4/13,Corporate,1,161.408,
Office Supplies,9/4/13,Home Office,1,993.0789,
Technology,9/4/13,Home Office,1,252.7038,
Furniture,9/5/13,Consumer,1,126.8857,
Office Supplies,9/5/13,Consumer,1,754.47552,
Office Supplies,9/5/13,Corporate,1,497.9313,
Technology,9/5/13,Consumer,1,"2,771.92",
Furniture,9/6/13,Consumer,1,"3,160.62",
Furniture,9/6/13,Corporate,1,424.69764,
Office Supplies,9/6/13,Consumer,1,842.27704,
Office Supplies,9/6/13,Corporate,1,48.44928,
Office Supplies,9/6/13,Home Office,1,225.09144,
Technology,9/6/13,Consumer,1,425.9024,
Technology,9/6/13,Corporate,1,169.176,
Furniture,9/7/13,Consumer,1,780.14016,
Office Supplies,9/7/13,Consumer,1,113.2382,
Office Supplies,9/7/13,Corporate,1,107.82,
Technology,9/7/13,Consumer,1,28.9926,
Technology,9/7/13,Corporate,1,319.69648,
Furniture,9/9/13,Consumer,1,"2,720.89",
Furniture,9/9/13,Home Office,1,160.0248,
Office Supplies,9/9/13,Consumer,1,550.58112,
Office Supplies,9/9/13,Corporate,1,73.8864,
Office Supplies,9/9/13,Home Office,1,315.952,
Technology,9/9/13,Consumer,1,88.1144,
Technology,9/9/13,Corporate,1,64.1572,
Furniture,9/10/13,Home Office,1,15.7584,
Office Supplies,9/10/13,Consumer,1,67.18464,
Furniture,9/11/13,Consumer,1,264.8184,
Office Supplies,9/11/13,Consumer,1,428.42448,
Office Supplies,9/11/13,Home Office,1,119.0197,
Technology,9/11/13,Consumer,1,791.956,
Technology,9/11/13,Corporate,1,488.4992,
Office Supplies,9/12/13,Consumer,1,454.07908,
Office Supplies,9/12/13,Corporate,1,35.4144,
Office Supplies,9/12/13,Home Office,1,65.34332,
Technology,9/12/13,Consumer,1,"4,499.67",
Technology,9/12/13,Corporate,1,670.63032,
Furniture,9/13/13,Corporate,1,"1,437.06",
Furniture,9/13/13,Home Office,1,72.32832,
Office Supplies,9/13/13,Consumer,1,36.75228,
Office Supplies,9/13/13,Corporate,1,169.4264,
Technology,9/13/13,Corporate,1,22.356,
Technology,9/13/13,Home Office,1,160.17768,
Furniture,9/14/13,Consumer,1,"1,149.34",
Office Supplies,9/14/13,Consumer,1,772.533,
Technology,9/14/13,Consumer,1,188.916,
Office Supplies,9/15/13,Consumer,1,680.30368,
Office Supplies,9/15/13,Home Office,1,25.1424,
Technology,9/15/13,Consumer,1,442.2285,
Furniture,9/16/13,Corporate,1,"1,105.82",
Office Supplies,9/16/13,Consumer,1,120.78072,
Office Supplies,9/16/13,Corporate,1,939.56256,
Furniture,9/17/13,Corporate,1,251.77272,
Furniture,9/17/13,Home Office,1,103.513,
Office Supplies,9/17/13,Corporate,1,16.606,
Office Supplies,9/17/13,Home Office,1,12.312,
Furniture,9/18/13,Consumer,1,185.976,
Furniture,9/18/13,Corporate,1,118.2384,
Furniture,9/18/13,Home Office,1,125.2768,
Office Supplies,9/18/13,Consumer,1,506.688,
Office Supplies,9/18/13,Corporate,1,56.981,
Office Supplies,9/18/13,Home Office,1,12.4432,
Technology,9/18/13,Consumer,1,356.4,
Technology,9/18/13,Corporate,1,531.89136,
Technology,9/18/13,Home Office,1,89.7464,
Furniture,9/19/13,Consumer,1,"1,240.06",
Furniture,9/19/13,Corporate,1,"2,174.06",
Office Supplies,9/19/13,Consumer,1,858.80664,
Office Supplies,9/19/13,Corporate,1,379.9773,
Technology,9/19/13,Consumer,1,223.18512,
Furniture,9/20/13,Home Office,1,"1,631.31",
Office Supplies,9/20/13,Consumer,1,222.718,
Office Supplies,9/20/13,Corporate,1,8.66016,
Office Supplies,9/20/13,Home Office,1,"1,641.87",
Technology,9/20/13,Consumer,1,272.4455,
Furniture,9/21/13,Corporate,1,98.158,
Furniture,9/21/13,Home Office,1,170.4352,
Office Supplies,9/21/13,Consumer,1,424.4855,
Office Supplies,9/21/13,Corporate,1,485.20788,
Furniture,9/23/13,Corporate,1,96.1312,
Furniture,9/23/13,Home Office,1,14.0768,
Office Supplies,9/23/13,Consumer,1,97.17532,
Office Supplies,9/23/13,Corporate,1,40.776,
Office Supplies,9/23/13,Home Office,1,204.65144,
Technology,9/23/13,Consumer,1,102.879,
Technology,9/23/13,Corporate,1,63.936,
Furniture,9/24/13,Consumer,1,365.2803,
Furniture,9/24/13,Corporate,1,652.88496,
Furniture,9/24/13,Home Office,1,26.88,
Office Supplies,9/24/13,Consumer,1,115.885,
Office Supplies,9/24/13,Corporate,1,54.24012,
Office Supplies,9/24/13,Home Office,1,32.94695,
Furniture,9/25/13,Consumer,1,294.65488,
Furniture,9/25/13,Corporate,1,651.4976,
Furniture,9/25/13,Home Office,1,20.368,
Office Supplies,9/25/13,Consumer,1,13.8888,
Office Supplies,9/25/13,Corporate,1,839.24132,
Office Supplies,9/25/13,Home Office,1,500.83488,
Furniture,9/26/13,Consumer,1,814.95993,
Furniture,9/26/13,Corporate,1,770.71398,
Office Supplies,9/26/13,Consumer,1,688.52152,
Office Supplies,9/26/13,Corporate,1,92.4506,
Technology,9/26/13,Consumer,1,466.99368,
Technology,9/26/13,Corporate,1,509.949,
Furniture,9/27/13,Consumer,1,814.83822,
Furniture,9/27/13,Corporate,1,844.7256,
Office Supplies,9/27/13,Consumer,1,149.132,
Office Supplies,9/27/13,Corporate,1,112.97416,
Office Supplies,9/27/13,Home Office,1,293.458,
Technology,9/27/13,Home Office,1,516.01672,
Furniture,9/28/13,Corporate,1,841.865024,
Office Supplies,9/28/13,Consumer,1,29.6019,
Office Supplies,9/28/13,Corporate,1,2.55816,
Technology,9/28/13,Consumer,1,"1,031.63",
Office Supplies,9/29/13,Corporate,1,94.1792,
Office Supplies,9/30/13,Consumer,1,147.2263,
Office Supplies,9/30/13,Corporate,1,26.16768,
